name,address,city,state,zip_code,country,region,phone,email,website,status
Comic Paradise Plus,401 Walnut Ave,Fairmont,WV,26554,USA,Southeast,(304) 366-2228,comics@comicparadiseplus.com,www.comicparadiseplus.com,Open
Fun 4 All Comics & Games,3773 Carpenter Rd,Ypsilanti,MI,48197,USA,Midwest,(734) 477-9994,packratcomics@sbcglobal.net,www.f4ahobbies.com,Open
Stadium Card and Comics,2061 Golfside Rd,Ypsilanti,MI,48197,USA,Midwest,(734) 434-0283,stadiumcc@gmail.com,stadiumcc.com,Open
Asylum Comics,212 Third Street Suite A,Marietta,OH,45750,USA,Midwest,(740) 373-9710,asylum_comics@yahoo.com,www.facebook.com/AsylumComics,Open
Nerducopia,34 E Main St,Buckhannon,WV,26201,USA,Southeast,,,yelp.com/biz/nerducopia-buckhannon,Closed
Lost Legion Games and Comics - The Vault,517 21st Street,Vienna,WV,26105,USA,Southeast,(304) 917-4840,,www.lostlegiongamesandcomics.com,Open
Moore Comics,5541 Westerville Rd Ste H,Westerville,OH,43081,USA,Midwest,(614) 901-3963,moorecomics1@aol.com,,Closed
Comic Town,1249 Morse Rd,Columbus,OH,43229,USA,Midwest,(614) 262-5006,,comictown.net,Closed
Black Hole Comix,5457 Norton Ctr,Columbus,OH,43228,USA,Midwest,(614) 851-9595,,blackholecomix.weebly.com,Closed
Comic Town,1065 Gemini Place,Columbus,OH,43240,USA,Midwest,(614) 436-3167,,comictown.net,Closed
Packrat Comics,3864 Lattimer St,Hilliard,OH,43026,USA,Midwest,(614) 527-8450,packratcomics@sbcglobal.net,www.packratcomics.com,Open
The Laughing Ogre,4258 N High St,Columbus,OH,43214,USA,Midwest,(614) 267-6473,highstreet@laughingogrecomics.com,laughingogrecomics.com,Open
Lost Legion Games and Comics - The Rifleman,600 D Street,South Charleston,WV,25303,USA,Southeast,(304) 205-7919,lostlegiongamesandcomics@gmail.com,www.lostlegiongamesandcomics.com,Open
Third Floor Comics,110 21st Street,Nitro,WV,25143,USA,Southeast,(304) 755-5002,thirdfloorcomics@hotmail.com,www.thirdfloorcomics.com,Open
Cheryls Comics & Toys,5216 1/2 MacCorkle Ave SE,Charleston,WV,25304,USA,Southeast,(304) 925-7269,cherylscomics@yahoo.com,www.facebook.com/ComicWorld,Open
C & C Comics & Cards,318 Winfield Road,Saint Albans,WV,25177,USA,Southeast,(304) 727-5207,,,Open
Atlas Comics,1750 Rio Hill Ctr,Charlottesville,VA,22901,USA,Southeast,(434) 974-7512,info@atlascomicbooks.com,www.atlascomicbooks.com,Closed
Comic World,1204 4th Avenue,Huntington,WV,25701,USA,Southeast,(304) 522-3923,,www.facebook.com/ComicWorld,Open
Purple Earth Comics,1115 4th Ave,Huntington,WV,25701,USA,Southeast,(304) 697-6120,,www.purpleearthcomics.com,Closed
Lost Legion Games and Comics - The Castle,406 Second Street,Beckley,WV,25801,USA,Southeast,(304) 253-1974,,www.lostlegiongamesandcomics.com,Closed
Main Street Comics and Games,2125 East Main Street,Springfield,OH,45503,USA,Midwest,,,,Closed
Monarch Cards & Comics,4400 Heatherdowns Blvd #11B,Toledo,OH,43614,USA,Midwest,(419) 382-1451,monarchcomics@sbcglobal.net,www.monarchcomics.net,Open
Dark Star Books & Comics,237 Xenia Ave,Yellow Springs,OH,45387,USA,Midwest,(937) 767-9400,darkstarbooks@sbcglobal.net,darkstarbookstore.com,Open
Super-fly Comics & Games,132 Dayton Street,Yellow Springs,OH,45387,USA,Midwest,(937) 767-1445,superflycomics@gmail.com,superflycomics.com,Open
Seanns Anime & Comics,5805 Monroe Street,Sylvania,OH,43560,USA,Midwest,(419) 720-9544,,seanns.com,Closed
The Vault,5924 Fort Ave,Lynchburg,VA,24502,USA,Southeast,(434) 237-7649,,,Closed
Untamed Worlds,15241 Wards Rd Suite 5,Lynchburg,VA,24502,USA,Southeast,(434) 237-7115,store@untamedworlds.com,www.untamedworlds.com,Open
Infinity Comics & Toys,4317 Williamson Rd NW,Roanoke,VA,24012,USA,Southeast,(540) 238-1208,tcannon2@yahoo.com,,Open
The Basement Toys and Comics,2914 Williamson Rd,Roanoke,VA,24012,USA,Southeast,(540) 353-2626,,basementtoysandcomics.blogspot.com,Open
Bookery Fantasy,16 W Main St,Fairborn,OH,45324,USA,Midwest,(937) 879-1408,,www.bookeryfantasy.com,Open
