name,address,city,state,zip_code,country,region,phone,email,website,status
Excalibur Comics Cards & Games,2811 N State Line Ave,Texarkana,TX,75503,USA,Southwest,(903) 792-5767,excaliburmail@bellsouth.net,excaliburccg.com,Open
Excelsior Games and Comics,306 S Lafayette St,Greenville,MI,48838,USA,Midwest,(616) 225-3350,info@excelsiorgnc.com,excelsiorgnc.com,Open
Extraordinary Universal Comics,14665 W Lisbon Rd,Brookfield,WI,53005,USA,Midwest,(262) 202-8044,exu.catacomics@gmail.com,exucomics.com,Open
Eye Opener,15 Center Ct,Newington,CT,6111,USA,Northeast,(860) 666-5862,eyeopenercomics@gmail.com,theeyeopener.tripod.com,Open
Fallout Comics,7617 NE Martin Luther King Jr Blvd,Portland,OR,97211,USA,West,(503) 784-2136,george.romero186@gmail.com,facebook.com/FalloutComicsPortland,Open
FYC Comics,118 N Michigan St,Plymouth,IN,46563,USA,Midwest,(574) 933-1470,fyc_comics@yahoo.com,fyccomics.com,Open
Fallout Comics,1482 Apalachee Pkwy,Tallahassee,FL,32301,USA,Southeast,(850) 765-6654,,falloutcomics.com,Open
Fama's Comics,406 2nd St,Beckley,WV,25801,USA,Southeast,(304) 253-1974,gfamacomics@gmail.com,theroguetrader.net,Open
Family Cards and Games,7962 W Sample Rd,Margate,FL,33063,USA,Southeast,(954) 400-8448,familycag@gmail.com,familycag.com,Open
Fan2Fan,6588 Caroline St,Milton,FL,32570,USA,Southeast,(850) 220-3599,,fan2fancollectibles.com,Open
Fanboy Collectibles & Comics,2390 Ingleside Ave,Macon,GA,31204,USA,Southeast,(478) 238-4128,fanboycollectiblescomics@gmail.com,fanboycollectiblescomics.com,Open
Fantastic Comics,1708A Martin Luther King Jr Way,Berkeley,CA,94709,USA,West,(510) 982-1451,contact@fantasticcomics.net,fantasticcomics.net,Open
