name,address,city,state,zip_code,country,region,phone,email,website,status
Chimp's Comix & Video Games,919 E Winona Ave,Warsaw,IN,46580,USA,Midwest,(574) 268-2274,questions@chimpscomix.com,chimpscomix.com,Open
Choice Comics,98-1268 Kaahumanu St Suite 104,Pearl City,HI,96782,USA,West,(808) 499-9478,,choice-comics.com,Open
Cjs Comics & Toys,3238 NE 12th Ave,Oakland Park,FL,33334,USA,Southeast,(954) 566-7227,cjscomics@gmail.com,cjcomics.wixsite.com/cjscomics,Open
Clan McDonald Comics,710 E Ogden Avenue Suite 600,Naperville,IL,60563,USA,Midwest,(630) 885-2170,info@clanmcdonaldcomics.com,clanmcdonaldcomics.com,Open
Clobberin' Comics,120 W Dixie Ave,Elizabethtown,KY,42701,USA,Southeast,(270) 234-0038,store@clobberincomics.com,clobberincomics.com,Open
Clockwork Comics,512 Boston Post Rd,Orange,CT,6477,USA,Northeast,(203) 795-8409,thorver@aol.com,clockworkcomicsandcards.com,Open
Cloud City Comics & Collectibles,12 Commerce St,Thomasville,NC,27360,USA,Southeast,(336) 420-7157,cloudcitycomicsnc@gmail.com,facebook.com/profile.php?id=100090667666713,Open
Cloud City Games,344 Stroud Mall Rd Suite 136,Stroudsburg,PA,18360,USA,Northeast,(272) 200-3009,stroud@cloudcitygames.com,cloudcitygames.com,Open
Cloud City Games,257 Lehigh Valley Mall,Whitehall Township,PA,18052,USA,Northeast,(610) 351-2491,lvm@cloudcitygames.com,cloudcitygames.com,Open
Coach P's Universe,112 Eisenhower Pkwy,Livingston,NJ,7039,USA,Northeast,(973) 994-0240,coachpsusales@gmail.com,coachpsuniverse.com,Open
Codex Comics & Collectibles,125 W High St,Ebensburg,PA,15931,USA,Northeast,(814) 472-2233,codexcomics@yahoo.com,codexcomicshop.com,Open
