name,address,city,state,zip_code,country,region,phone,email,website,status
Islander Comics and Cards,777 E Merritt Island Causeway,Merritt Island,FL,32952,USA,Southeast,(321) 452-4225,islandercomics@yahoo.com,facebook.com/islander.comics,Open
J C Comics & Cards,2609 State Rd,Cuyahoga Falls,OH,44223,USA,Midwest,(330) 929-1929,,jccomicsandcards.com,Open
J C Comics Inc,579 US-22,North Plainfield,NJ,7060,USA,Northeast,(908) 756-1212,jcrx2@verizon.net,jccomics.com,Open
JAK IN THE BOX COMICS,578 Aviation Road,Queensbury,NY,12804,USA,Northeast,(518) 223-0886,jakintheboxcomics@gmail.com,jakintheboxcomics.com,Open
JC's Comics N' More,6725 W Central Ave,Toledo,OH,43617,USA,Midwest,(419) 531-6097,jcscomicsnmore@hotmail.com,jcscomicsnmore.com,Open
JHU Comic Books,299B New Dorp Lane,Staten Island,NY,10306,USA,Northeast,(718) 351-6299,info@jhucomicbooks.com,jhu-comic-books.myshopify.com,Open
JNJ Comic Books and Games,3929 E 120th Ave A,Thornton,CO,80233,USA,West,(720) 297-0988,jnjscomicbooks@gmail.com,https://www.facebook.com/jnjcomic/,Open
JNJ Comic Books,11765 Edinger Ave,Fountain Valley,CA,92708,USA,West,(714) 839-5424,,facebook.com/jnjcomics,Open
Jason's Southeast Cards & Comics,1152 S Acadian Thruway,Baton Rouge,LA,70806,USA,Southeast,(225) 931-1901,southeastcardsandcomics@yahoo.com,secardsandcomics.com,Open
Jay's Comics,34165 US-45,Grayslake,IL,60030,USA,Midwest,(847) 223-8711,jayscomics@gmail.com,jayscomicsonline.com,Open
Jersey Coin Showcase,1350 NJ-36,Hazlet,NJ,7730,USA,Northeast,(732) 264-2531,,,Open
