name,address,city,state,zip_code,country,region,phone,email,website,status
Brat Comics And Collectibles,248 S Veterans Blvd,Tupelo,MS,38801,USA,Southeast,(662) 231-8063,bratcomicsandcollectibles@gmail.com,instagram.com/bratcomicsandcollectibles,Open
Brickhouse Collectibles,163 W End Ave,Knoxville,TN,37934,USA,Southeast,(865) 392-1019,info@brickhousecollectibles.com,brickhousecollectibles.com,Open
Brixton & Company,1618 N Adams St,Pottstown,PA,19464,USA,Northeast,(215) 859-1427,brixtonandcompany@gmail.com,facebook.com/BrixCoComics,Open
Broken Horn Collectibles,2833 S Padre Island Dr,Corpus Christi,TX,78415,USA,Southwest,(361) 742-4508,michaelcgomez@yahoo.com,instagram.com/brokenhornscollectibles,Open
Broken Horn Toys-N-Comics,4455 S Padre Island Dr Suite #4,Corpus Christi,TX,78411,USA,Southwest,(361) 257-2057,michael@brokenhorntoysandcomics.biz,https://www.facebook.com/p/Broken-Horn-Toys-N-Comics-61563989384830/,Open
Brown's Corner,500 Main St,Point Pleasant,WV,25550,USA,Southeast,(681) 439-0932,brownscorner500@gmail.com,https://www.facebook.com/baybay5910/,Open
Brute Squad Entertainment,7000 NW Prairie View Rd,Kansas City,MO,64151,USA,Midwest,(816) 255-3289,brutesquadentertainment@brutesquade.com,brutesquadentertainment.com,Open
BuBs Comics and Cards,7483 Monterey Rd,Gilroy,CA,95020,USA,West,(408) 767-2086,Tony@bubscomicsncards.com,bubscomicsncards.com,Open
Bug's Comics and Games,1664 Bryan Rd,O'Fallon,MO,63368,USA,Midwest,(636) 294-9426,larry@bugscomicsandgames.com,bugscomicsandgames.com,Open
Bulldogs Comics and more,1472 E US Hwy 36 E Unit D,Urbana,OH,43078,USA,Midwest,(937) 935-6874,bulldogscomics@gmail.com,https://www.facebook.com/p/Bulldogs-comics-more-61550642098196/,Open
Bunjee's Comics,120 E Taylor St #3416,Griffin,GA,30223,USA,Southeast,(770) 229-3940,bunjees@gmail.com,bunjeescomics.com,Open
Buried under comics and toys,3908 Market St #104,Wilmington,NC,28403,USA,Southeast,(910) 660-8398,buriedundercomics@gmail.com,facebook.com/buriedundercomicsandtoys,Open
ByWay Books & More,399 Canal St,Brattleboro,VT,5301,USA,Northeast,(802) 490-8014,contact@bywaybooks.co,bywaybooks.co,Open
