name,address,city,state,zip_code,country,region,phone,email,website,status
Underground Collectables & Comics,100 Highway 332 W #1406,Lake Jackson,TX,77566,USA,Southwest,(979) 266-9534,,instagram.com/underground_collectables,Open
Unicorn Comics & Cards,216 S Villa Ave,Villa Park,IL,60181,USA,Midwest,(630) 279-5777,,unicorncomics.com,Open
Unknown Comic Books,201 Westgate Pkwy W Suite B,Amarillo,TX,79121,USA,Southwest,(806) 290-1308,orders@unknowncomicbooks.com,unknowncomicbooks.com,Open
Up Up & Away,4016 Harrison Ave,Cincinnati,OH,45211,USA,Midwest,(513) 661-6300,kendall@upupandawaycomics.com,upupandawaycomics.com,Open
Urban Legends Comic Shop,3501 Gus Thomasson Rd Suite 51,Mesquite,TX,75150,USA,Southwest,(972) 681-2040,urbanlegendscomicsshop@gmail.com,urbanlegendscomicshop.com,Open
Urbnpop Comics Company,5054 Allatoona Gateway,Acworth,GA,30101,USA,Southeast,(770) 485-0391,urbnpop@gmail.com,urbnpopcomicscompany.com,Open
VGMX The Nerd Emporium,1489 Schrock Rd,Columbus,OH,43229,USA,Midwest,(614) 431-5556,vgmxservice@gmail.com,vgmx.com,Open
Vallar Comics,29135 Euclid Ave,Wickliffe,OH,44092,USA,Midwest,(440) 278-4007,info@vallarcomics.com,vallarcomics.com,Open
Van Dyke Books,1417 Van Dyke St,Detroit,MI,48214,USA,Midwest,(313) 351-3113,info@vandykebooks.com,vandykebooks.com,Open
Vault 35,1710 Briargate Blvd Unit 487,Colorado Springs,CO,80920,USA,West,(719) 419-7145,info@vault35.com,vault35.com,Open
