name,address,city,state,zip_code,country,region,phone,email,website,status
Spro's Comics,5450 Telegraph Rd #268,Ventura,CA,93003,USA,West,(805) 561-6097,joshua@sproscomics.com,sproscomics.com,Open
Spuds Emporium of Comics & Games,312 E Main St,Ottumwa,IA,52501,USA,Midwest,(641) 799-6767,,spudsemporium.com,Open
StL Comics Toys & More,4117 Old Hwy 94 S,St Charles,MO,63304,USA,Midwest,(314) 537-9971,stlcomics@outlook.com,stlcomics.net,Open
Stadium Cards & Comics,2061 Golfside Dr,Ypsilanti,MI,48197,USA,Midwest,(734) 434-0283,stadiumcc@gmail.com,stadiumcc.com,Open
Starling Cards & Comics,937 Starling Ave,Martinsville,VA,24112,USA,Southeast,(336) 613-7891,starlingcardscomics@gmail.com,starlingcards.com,Open
State of Comics,575 Forest Ave,Plymouth,MI,48170,USA,Midwest,(734) 392-7905,service@stateofcomics.com,stateofcomics.com,Open
Stellar Collectibles,4205 W Market St,York,PA,17408,USA,Northeast,(717) 698-5070,ohudidntknow@hotmail.com,facebook.com/stellarcollectibles,Open
Steve's Comic Relief,1341 Lakewood Rd #9,Toms River,NJ,8755,USA,Northeast,(732) 244-6226,comicrelieftr@gmail.com,comicrelieftr.com,Open
Stoop Shop,2658 Miles Ave,Baltimore,MD,21211,USA,Northeast,(410) 881-2759,stoopshopbaltimore@gmail.com,stoopshopbaltimore.com,Open
Stories Comics,9040 W Broad St,Henrico,VA,23294,USA,Southeast,(804) 874-1829,storiescomics@outlook.com,storiescomics.com,Open
