name,address,city,state,zip_code,country,region,phone,email,website,status
Comic Book City,2601 Hubbard Rd,Madison,OH,44057,USA,Midwest,(440) 336-0424,,,Open
Comic Book College,1430 County Road C West Unit 800,Roseville,MN,55113,USA,Midwest,(612) 822-2309,comiccollege@hotmail.com,comicbookcollege.com,Open
Comic Castle,406 2nd St,Beckley,WV,25801,USA,Southeast,(304) 253-1974,lostlegiongamesandcomics@gmail.com,lostlegiongamesandcomics.com,Closed
Comic Collector,3246 Harlem Ave,Riverside,IL,60546,USA,Midwest,(708) 442-0399,richlukes@sbcglobal.net,cmccollector.com,Open
Comic Emporium,635 N Hwy 231,Panama City,FL,32405,USA,Southeast,(850) 769-2690,cestaff@comicemporium.net,comicemporium.net,Open
Comic Force,2303 S Campbell Ave,Springfield,MO,65807,USA,Midwest,(417) 409-3011,staff@comic-force.com,comic4ce.com,Open
Comic Haven,2264 KY-2227 Ste A,Somerset,KY,42503,USA,Southeast,(606) 219-0810,comichaven.ky@gmail.com,comichavencomics.com,Open
Comic Headquarters,4352 Telegraph Rd,Saint Louis,MO,63129,USA,Midwest,(314) 433-5449,comichq@comichqstl.com,comichqstl.com,Open
Comic Hoarderz,320 Ichord Avenue suite Q,Waynesville,MO,65832,USA,Midwest,(573) 433-2747,comichoarderz@gmail.com,comichoarderz.com,Open
Comic Interlude,393 Waller Ave Ste 10,Lexington,KY,40504,USA,Southeast,(859) 231-9237,comicinterludeky@gmail.com,thecomicinterlude.com,Open
Comic Logic Books & Artwork,44031 Ashburn Shopping Plz Ste 281,Ashburn,VA,20147,USA,Southeast,(703) 723-1925,comiclogic@yahoo.com,comiclogicva.com,Open
Comic Paradise Plus 2,183 Holland Ave,Morgantown,WV,26501,USA,Southeast,(304) 291-9576,comics@comicparadiseplus.com,ComicParadisePlus.com,Open
Comic Relief,411 N 8th St Unit 104,Richmond,IN,47374,USA,Midwest,(765) 488-1474,comicinterludeky@gmail.com,comicreliefcomics.com,Open
Comic Showcase,49130 Pontiac Trl,Wixom,MI,48393,USA,Midwest,(248) 896-2211,comicshowcase123@gmail.com,comic-showcase.business.site,Open
