name,address,city,state,zip_code,country,region,phone,email,website,status
Trinity Comics & Collectibles,2833 S Padre Island Dr,Corpus Christi,TX,78415,USA,Southwest,(361) 876-4478,support@trinitycomics.net,instagram.com/trinitycomicscollectibles,Open
Trinity Comics HQ,7918 Jones Branch Dr 4th Floor,McLean,VA,22102,USA,South,,,trinity-comics.com,Open
Trouble Maker Toys and Comics,205 3rd St,San Juan Bautista,CA,95045,USA,West,(408) 694-2735,Tmtandcomics_777@outlook.com,troublemakertoysandcomics.com,Open
True Neutral,1810 N Delany Rd Ste H,Gurnee,IL,60031,USA,Midwest,(224) 214-3111,jjsecoy@trueneutralcomics.com,trueneutralgames.com,Open
Tsundoku Depot,5222 Doniphan Dr Ste C,El Paso,TX,79932,USA,Southwest,(915) 243-4133,socialmedia@tsundokudepot.com,tsundokudepot.com,Open
Turbines To Speed Comics & Toys,151 Boone Square St,Hillsborough,NC,27278,USA,Southeast,(984) 215-9410,,https://www.facebook.com/turbinestospeed/,Open
Twelve-O-Five Comics,1450 W Irving Park Rd,Bensenville,IL,60106,USA,Midwest,(224) 266-0216,info@twelveofivecomics.com,twelveofivecomics.square.site,Open
Twilight Comics,2184 Acushnet Ave,New Bedford,MA,2745,USA,Northeast,(508) 995-2693,twilightcomics1@gmail.com,twilight-comics-inc.square.site,Open
Ultimate Collectibles,908 Mainstreet,Hopkins,MN,55343,USA,Midwest,(952) 452-9933,ultimatecoll@earthlink.net,ultimate-collectibles-sports-cards.business.site,Open
Ultimate Comics,1014 Canopy Ln,Fayetteville,NC,28303,USA,Southeast,(919) 377-8778,bragg@ultimatecomics.com,ultimatecomics.com,Open
Uncanny Collectables,85 Main St,Danielson,CT,6239,USA,Northeast,(860) 481-1026,dwillmo49@gmail.com,https://www.facebook.com/UncannyCollectables/,Open
Under Dark Adventures & Treasures,115 E Washington St,Momence,IL,60954,USA,Midwest,(815) 523-7017,,,Open
