name,address,city,state,zip_code,country,region,phone,email,website,status
Fantastic Planet,164 Boynton Ave Suite 203,Plattsburgh,NY,12901,USA,Northeast,(518) 563-2946,,facebook.com/fantasticplanetcomics,Open
Fantastic Toyage,5288 Merrick Road,Massapequa,NY,11758,USA,Northeast,(516) 882-9250,fantastictoyage@gmail.com,fantastictoyage.com,Open
Fantasy Factory,257 N Hamilton St,Dalton,GA,30720,USA,Southeast,(706) 259-3315,orders@fantasyfactory.com,fantasyfactory.com,Open
Fantasy Shop Creve Coeur,736 N New Ballas Rd,Creve Coeur,MO,63141,USA,Midwest,(314) 528-8055,fantasyshopcrv@gmail.com,fantasyshoponline.com,Open
Fantasy Shop St. Charles,2125 Zumbehl Rd,St Charles,MO,63303,USA,Midwest,(636) 947-8330,fantasyshopstc@gmail.com,fantasyshoponline.com,Moved
Feed Your Imagination Comics,7213 Central Ave,St. Petersburg,FL,33710,USA,Southeast,(727) 710-6189,fyom14@gmail.com,fyistpetecomics.com,Open
Final Boss,201 N Main St,Culpeper,VA,22701,USA,Southeast,(540) 987-0587,finalbossva@gmail.com,finalbossva.com,Open
Fire Force Comics,1720 E Charleston Blvd,Las Vegas,NV,89104,USA,West,(702) 505-3135,fireforcecomics@gmail.com,https://www.facebook.com/Fireforcecomics/,Unknown
First Impression Pressing,9013 Redcastle Dr,Tinley Park,IL,60487,USA,Midwest,(708) 921-4496,firstimpressionpressing@gmail.com,firstimpressionpressing.com,Open
Fisk Comics,16254 Whittier Blvd,Whittier,CA,90603,USA,West,(562) 315-5555,,,Open
Flash Games Comics And Toys,311 US Hwy 27 N,Sebring,FL,33870,USA,Southeast,(863) 304-8751,flashgamescomicsandtoys@gmail.com,gtcflash.com,Open
Flashback Comics and Toys,2024 E Michigan Ave,Lansing,MI,48912,USA,Midwest,(517) 898-7626,flashbackcomicsmi@gmail.com,https://www.facebook.com/FlashbackComicsAndToys/,Open
Flashpoint Comics and Games,855 E SR 434 Ste 1129,Winter Springs,FL,32708,USA,Southeast,(407) 340-2689,flashpointcomicsandgames@gmail.com,flashpointcomicsandgames.com,Open
Flipside Gaming,598 Columbia Tpke,East Greenbush,NY,12061,USA,Northeast,(518) 479-4746,info@flipsidegaming.com,flipsidegaming.com,Open
