name,address,city,state,zip_code,country,region,phone,email,website,status
Temptations Comics & Guitars,2331 Acushnet Ave,New Bedford,MA,2745,USA,Northeast,(508) 817-7582,christyalferes@gmail.com,facebook.com/TemptationsComics,Open
Terps Toys and Comics,2807 W Adams Ave,Temple,TX,76504,USA,Southwest,(254) 231-3623,terpstoyscomics@gmail.com,terpstoysandcomics.org,Open
The Adventure Begins,525 Woodland Square Blvd Ste 130,Conroe,TX,77384,USA,Southwest,(936) 273-3223,info@theadventurebeginstx.com,theadventurebeginstx.com,Open
The Atomic Vault,211 Harrison Ave FL-1,Harrison,OH,45030,USA,Midwest,(513) 202-0031,,theatomicvault.com,Open
The Attic Collectibles & More,1230 Wooster Rd W Unit B,Barberton,OH,44203,USA,Midwest,(330) 814-8607,thakollector1@gmail.com,facebook.com/atticcollectiblesandmore,Open
The Basement Toys & Comics,117 Goodwin Ave,Salem,VA,24153,USA,Southeast,(540) 353-2626,justyntyme@cox.net,basementtoysandcomics.blogspot.com,Open
The Book Broker,2717 Covert Ave,Evansville,IN,47714,USA,Midwest,(812) 479-5647,bbr1975@aol.com,bookbrokercollectibles.com,Open
The Book Cellar,3 W Central Ave,Temple,TX,76501,USA,Southwest,(254) 773-7545,bookcellartx@gmail.com,bookcellartx.com,Open
The Cave,313 E Bidwell St,Folsom,CA,95630,USA,West,(916) 500-2593,,thecavestores.com,Open
The Cellar Tabletop Games & Comics,2737 Bartlett Blvd,Bartlett,TN,38134,USA,Southeast,(901) 382-8623,contact@thecellar.games,comiccellaronline.com,Open
The Certified Nerd,413 SE Main St,Simpsonville,SC,29681,USA,Southeast,(864) 415-1350,,facebook.com/TheCertifiedNerdSimpsonville,Open
The Chadderbox Hobby Shop,4600 S Medford Dr Suite 1144,Lufkin,TX,75901,USA,Southwest,(936) 225-0804,chadderboxhobbyshop@gmail.com,chadderboxhobby.com,Open
