name,address,city,state,zip_code,country,region,phone,email,website,status
The Comic Vault,8350 Fry Rd,Cypress,TX,77433,USA,Southwest,(832) 220-6509,matthew@thecomicvault.com,thecomicvault.com,Open
The Comics Closet,506 W Elm Ave,Hanover,PA,17331,USA,Northeast,(717) 515-0881,comicscloseth@gmail.com,facebook.com/thecomicscloset,Open
The Comics Stronghold,1906 Oceanside Blvd Unit G,Oceanside,CA,92054,USA,West,(760) 385-8286,comicsstronghold@gmail.com,instagram.com/comicsstronghold,Open
The Comics Vault,1130 12th Ave,Altoona,PA,16601,USA,Northeast,(814) 201-2240,thecomicsvaultaltoona@gmail.com,thecomicsvault.com,Open
The Destination,5031 Shelbyville Rd,Louisville,KY,40207,USA,Southeast,(502) 883-2110,thedestinationmedia@gmail.com,destinationcomics.com,Open
The Dragon's Keep,48 W 300 N,Orem,UT,84057,USA,West,(801) 607-1156,thedragonskeep@gmail.com,dragonskeep.com,Open
The Dragon's Lair,273 Main St,Norway,ME,4268,USA,Northeast,(207) 739-2286,dragons.lair@ymail.com,dragonslairmaine.com,Open
The Dragon's Refuge,1250 Larry Power Rd,Bourbonnais,IL,60914,USA,Midwest,(815) 401-5598,thedragonsrefuge@yahoo.com,thedragonsrefuge.com,Open
The Encounter,811 Union Blvd,Allentown,PA,18109,USA,Northeast,(610) 774-9565,,facebook.com/encountercomics,Open
The Exchange Buy Sell Trade,4776 McKnight Rd,Pittsburgh,PA,15237,USA,Northeast,(412) 635-3170,theexchangestoresmedia@gmail.com,theexchange.com,Open
The Exchange,4053 William Penn Hwy,Monroeville,PA,15146,USA,Northeast,(412) 373-1000,,theexchange.com,Open
The Game Wizard and Blue Sky Hobbies,603 4th St,Bremerton,WA,98337,USA,West,(360) 782-1176,receipts@blueskyhobbies.com,blueskyhobbies.com,Open
