name,address,city,state,zip_code,country,region,phone,email,website,status
The Chapel Comics & Collectibles Shoppe,115 S Broadway Ave,Albert Lea,MN,56007,USA,Midwest,(507) 412-3447,thechapelcomics@gmail.com,ebay.com/str/thechapelcomicsandcollectibles,Open
The Clubhouse,213 E 12th St,Joplin,MO,64801,USA,Midwest,(417) 622-4868,theclubhouse417@gmail.com,the417clubhouse.com,Open
The Collective Comics and Collectibles,2211 Overland Ave,Burley,ID,83318,USA,West,(208) 808-3900,collectivedestination@gmail.com,https://www.facebook.com/p/The-Collective-Comics-and-Collectables-100085714354898/,Open
The Collectors Warehouse,346 E Main St,Alliance,OH,44601,USA,Midwest,(330) 596-1378,ck@thecollectorswarehouse.com,https://www.facebook.com/TheCollectorsWarehouse.comGreatComicsGuaranteed/directory_contact_info,Open
The Collectors' Territory,330 E 7th St,Tucson,AZ,85705,USA,Southwest,(520) 624-4418,,instagram.com/thecollectorsterritory,Open
The ComiQ RaCk,2715 18th Ave,Rock Island,IL,61201,USA,Midwest,,,facebook.com/TheComiqRaCk,Open
The Comic Book Room,1909 Lejeune Blvd,Jacksonville,NC,28546,USA,Southeast,(910) 353-3862,,instagram.com/bargainshop1909,Open
The Comic Book Shop,11510 E Sprague Ave Suite B,Spokane Valley,WA,99206,USA,West,(509) 703-7600,comicbookshopvalley@gmail.com,thecomicbookshop.net,Open
The Comic Book Underground,12073 Seminole Blvd,Largo,FL,33778,USA,Southeast,(727) 223-5995,bigjohn@comicbookunderground.biz,comicbookunderground.net,Open
The Comic Box,840B N Broadway,Massapequa,NY,11758,USA,Northeast,(516) 795-2528,,facebook.com/TheComicBoxNY,Open
The Comic Cave,2370 Frontage Rd 83 Suite 1522,Brownsville,TX,78521,USA,South,(956) 372-1042,rgvfanfest@gmail.com,linktr.ee/comiccavesunrise,Open
The Comic Shop,14837 Washington Ave,San Leandro,CA,94579,USA,West,(510) 562-0205,,the-comic-shop.com,Open
The Comic Store,28 E McGovern Ave,Lancaster,PA,17602,USA,Northeast,(717) 397-8737,comicstorepa@juno.com,comicstorepa.com,Open
The Comic Vault,15210 West Rd,Houston,TX,77095,USA,Southwest,(346) 732-1350,,thecomicvault.com,Open
