name,address,city,state,zip_code,country,region,phone,email,website,status
Necroptik Comics & Collectibles,5186 US-90,Pace,FL,32570,USA,Southeast,(850) 982-1029,neuera@live.com,facebook.com/necroptikcomics,Open
Neil's Cards & Comics,1112 N Chestnut Ave,Fresno,CA,93702,USA,West,(559) 252-6659,,http://www.aplayerschoice.com/,Open
Nelco Comics,1134 N Flores St Suite 2,San Antonio,TX,78212,USA,Southwest,(210) 863-0360,me@nelcocomics.com,nelcocomics.com,Open
Nemesis Comics & Games,75 NJ-15 Building A-3,Lafayette,NJ,7848,USA,Northeast,(973) 827-2627,nemesiscomicsandgames@gmail.com,nemesiscomicsandgames.com,Open
Neon Comics,5115 S Business Hwy 281 Suite J,Edinburg,TX,78539,USA,Southwest,(956) 258-5757,info@neoncomicstx.com,neoncomicstx.com,Open
Nerd Culture,309 Westshore Plaza,Tampa,FL,33609,USA,Southeast,(813) 281-1156,staff@nerdculturellc.com,nerdculturellc.com,Open
Nerd HQ,2514 Wesley St Ste 102,Johnson City,TN,37601,USA,Southeast,(423) 268-2955,nerdhq@yahoo.com,nerdhqjc.com,Open
Nerd It Up,120 W Fitzgerald Ave,Gerald,MO,63037,USA,Midwest,(573) 286-4049,nerditupgooch@gmail.com,ebay.com/str/nerditupllc,Open
Nerd Merch,224 Bridge St,Phoenixville,PA,19460,USA,Northeast,(484) 302-8277,nerdmerchco@gmail.com,nerdmerch.co,Open
Nerd Zone,1160 SE A St,Linton,IN,47441,USA,Midwest,(765) 341-8469,thenerdzone2019@gmail.com,nerdzone2019.com,Open
Nerdbombers,3715 Battleground Ave,Greensboro,NC,27410,USA,Southeast,(336) 285-6094,hellonerdbombers@gmail.com,nerdbombers.com,Open
Nerdheim,106 E Broughton St,Savannah,GA,31401,USA,Southeast,(912) 349-1878,,nerdheim.shop,Open
