name,address,city,state,zip_code,country,region,phone,email,website,status
Cosmic Comics & Cards,728 E Marshall Dr,Grand Prairie,TX,75051,USA,Southwest,(972) 264-0617,kosmic@flash.net,cosmiccomic.com,Open
Cosmic Comics & Games,17 W National Rd,Englewood,OH,45322,USA,Midwest,(937) 836-0083,,cosmic-comics-games.com,Open
Cosmic Comics Phoenix,4502 E Thomas Rd Suite 4504,Phoenix,AZ,85018,USA,Southwest,(618) 416-3115,cosmiccomicsbelleville@gmail.com,cosmiccomics.store,Open
Cosmic Comics and Toys East,33925 Groesbeck Hwy,Fraser,MI,48026,USA,Midwest,(586) 294-1800,cosmiccomicsandtoys76@gmail.com,cosmiccomics.store,Unknown
Cosmic Rays,4427 Devine St,Columbia,SC,29205,USA,Southeast,(803) 661-8504,,cosmicrays-online.com,Open
Cosmic-King MO Comics,1915 N National Ave,Springfield,MO,65803,USA,Midwest,(417) 862-5888,k.holbert@mchsi.com,cosmic-king.com,Open
Cosmo's Collectibles,838 Powdersville Rd Ste Q,Easley,SC,29642,USA,Southeast,(864) 307-9694,cosmoscollectibletoys@gmail.com,cosmosofeasley.com,Open
Cotton City Comics,5114 Bonner Dr,Corpus Christi,TX,78411,USA,Southwest,(361) 765-5071,cottoncitycomics@yahoo.com,https://cottoncitycomics.square.site/,Unknown
Counter Culture Concepts,114 3rd St,Elkins,WV,26241,USA,Southeast,(304) 704-3672,,counterculturecomics.wixsite.com/home,Open
Cowabunga Comics and Art Gallery,406 Walnut St,Green Cove Springs,FL,32043,USA,Southeast,(904) 531-5368,bossy@cowabungacomics.com,cowabungacomics.com,Open
Cox Comix,4724 State Line Rd,Leawood,KS,66206,USA,Midwest,(816) 668-7464,dennycox00@gmail.com,https://www.facebook.com/cox.comix/,Unknown
Creative Comics,216 E Main St,Griffith,IN,46319,USA,Midwest,(219) 924-1600,creativecomics@sbcglobal.net,jimscreativecomics.com,Open
Creative Comics 2,415 E Washington St,Monticello,IN,47960,USA,Midwest,(574) 808-3192,jimscreativecomics@gmail.com,jimscreativecomics.com,Open
