name,address,city,state,zip_code,country,region,phone,email,website,status
King's Komix Kastle,716 W Linden St,Boise,ID,83706,USA,West,(208) 343-7142,dorowillf@hotmail.com,https://www.facebook.com/p/Kings-Komix-Kastle-100057207799887/,Open
Kingpin Comics & Gaming,3660 Delaware Ave,Buffalo,NY,14217,USA,Northeast,(716) 496-2113,kingpincomicsandgaming@gmail.com,kingpincomicsandgaming.com,Open
Kirby Comics,398 York St Suite 11,Hanover,PA,17331,USA,Northeast,(223) 260-4131,kirbycomicsstore@gmail.com,,Open
Kitsap Comics And Games,10315 Silverdale Way NW,Silverdale,WA,98383,USA,West,(360) 698-1501,kitsapcomicsandgames@gmail.com,kitsapcomics.com,Open
Knight Vigil Comics & Collectibles,2331 Ross Clark Cir,Dothan,AL,36301,USA,Southeast,(334) 797-1389,,visioncollectible.com,Open
Kool Comics,1515 N Ashley St Ste M,Valdosta,GA,31602,USA,Southeast,(229) 241-0404,koolcomics31602@yahoo.com,koolcomicsllc.com,Open
Korka Comics,7641 Pines Blvd,Pembroke Pines,FL,33024,USA,Southeast,(954) 962-3322,contact@korkacomics.com,korkacomics.com,Open
Kowabunga Comics,650 E Wisconsin Ave,Oconomowoc,WI,53066,USA,Midwest,(262) 569-9999,truduck@kowabungacomics.com,kowabungacomics.com,Open
Krav'n Comics,349 Upland Sq Dr,Pottstown,PA,19464,USA,Northeast,(610) 323-3868,comics@kravncomics.com,kravncomics.com,Open
Kruger Comics,1210 Phoenix St Unit 6,South Haven,MI,49090,USA,Midwest,(269) 906-3037,Staff@krugercomics.com,krugercomics.com,Open
