name,address,city,state,zip_code,country,region,phone,email,website,status
Comics Plus+,610 Big Hill Ave Ste 8,Richmond,KY,40475,USA,Southeast,(859) 623-5544,collectibles.etc.richmond@gmail.com,facebook.com/comicsplusetc,Open
Comics Unlimited,2538 Keith St NW Ste 3,Cleveland,TN,37312,USA,Southeast,(423) 790-0225,comics@comicsunlimited.com,comicsunlimited.com,Open
Comics World,1670 Lincoln Way E,Chambersburg,PA,17202,USA,Northeast,(717) 264-9918,john@comicsworldonline.com,comicsworldonline.com,Open
Comics and Collectibles R Us,300 Lackawanna Ave,Scranton,PA,18503,USA,Northeast,(570) 906-0022,joecomic@comicsandcollectiblesrus.com,comicsandcollectiblesrus.com,Open
Comics-N-Stuff Escondido,200 E Via Rancho Pkwy Suite 361,Escondido,CA,92025,USA,West,(760) 741-1777,,comics-n-stuff.com,Open
Comics-N-Stuff,3030 Plaza Bonita Rd,National City,CA,91950,USA,West,(619) 479-9909,,comics-n-stuff.com,Open
Comix City Too!,1574C Gallatin Pike N,Madison,TN,37115,USA,Southeast,(615) 868-3339,comixcitytoo@gmail.com,comixcitytoo.com,Open
Comix Corner,32004 Utica Rd,Fraser,MI,48026,USA,Midwest,(586) 296-2758,pazzaz88@yahoo.com,comixcorner.com,Open
Cooper's Cave Games,1607 Route 9,Fort Edward,NY,12828,USA,Northeast,(518) 745-4263,Cooperscavegames@gmail.com,cooperscavegames.com,Open
,,,,,,,,,,
