name,address,city,state,zip_code,country,region,phone,email,website,status
Madd Comics,400 N Indiana Ave,Sellersburg,IN,47172,USA,Midwest,(812) 620-0046,ultimateloanofficer@gmail.com,facebook.com/MaddComics,Open
Mage's Comics and Games,7623 Shelby St,Indianapolis,IN,46227,USA,Midwest,(317) 473-6116,info@magescomics.com,magescomics.com,Open
Magic City Comics and Collectibles,528 W Tuscarawas Ave,Barberton,OH,44203,USA,Midwest,(330) 575-5579,stuffgenie@gmail.com,stuffgenieonline.com,Open
Magnitude 10 Comics,6401 US Hwy 40 Booth 176 Midway Antique Mall,Columbia,MO,65202,USA,Midwest,(573) 810-3889,jeff@magnitude10comics.com,magnitude10comics.com,Open
Main St. Books Monroe,110 E Main St Ste 100,Monroe,WA,98272,USA,West,(360) 794-2976,bookstore@mainstbooksmonroe.com,mainstbooksmonroe.com,Open
Main Street Comics & Memorabilia,415 E Main St Ste C,Bartow,FL,33830,USA,Southeast,(863) 537-7703,MainStreetComicsBartow@yahoo.com,facebook.com/ComicsBartow,Open
Main Street Comics and Games,82-D S Main St,Marshall,NC,28753,USA,Southeast,(828) 380-0260,mainst.comicsandgames@gmail.com,instagram.com/mainstcomicsandgames,Open
Main Street Geek,301 E Main St,Front Royal,VA,22630,USA,Southeast,(540) 692-6005,mainstreetgeekshop@gmail.com,mainstreetgeekshop.com,Open
MaineStream Collectibles,9 Grove St,Auburn,ME,4210,USA,Northeast,(207) 440-7449,mainestream.collectibles@gmail.com,instagram.com/mainestream.collectibles,Open
Man Cave Comics and Collectibles,1310 Miller Ave,Shelbyville,IN,46176,USA,Midwest,(812) 614-8253,,instagram.com/mancavecomics_collectables,Open
Manifest Comics,766 Broadway Ste 3,Bayonne,NJ,7002,USA,Northeast,(201) 535-5330,manifestcomics@gmail.com,manifestcomics.com,Open
