name,address,city,state,zip_code,country,region,phone,email,website,status
The Maroon Hornet,62 S Third St,Oxford,PA,19363,USA,Northeast,(610) 757-5819,themaroonhornet@gmail.com,maroon-hornet.myshopify.com,Open
The Nerd Store,3601 S 2700 W C122,West Valley City,UT,84119,USA,West,(801) 964-4776,,nerdstoreutah.com,Open
The Ones You Loved Comics & Toys,3217 New MacLand Rd,Powder Springs,GA,30127,USA,Southeast,(253) 987-6316,toylcomicsandtoys@gmail.com,ebay.com/str/theonesyoulovedcomicsandtoys,Open
The Pop Shop,3104 Milan Rd #1,Sandusky,OH,44870,USA,Midwest,(419) 621-1127,,popsandusky.com,Open
The Rcade Comics,1245 E State Blvd,Fort Wayne,IN,46805,USA,Midwest,(260) 484-4033,support@thercade.com,thercade.com,Open
The Retro Exchange,7110 Santiago St,Houston,TX,77023,USA,Southwest,(832) 831-9492,info@theretroexchange.com,theretroexchange.com,Open
The Secret Lair Comics,1854 E Market St Suite 105,Harrisonburg,VA,22801,USA,Southeast,(540) 908-3990,thesecretlaircomics@gmail.com,thesecretlaircomics.com,Open
The Spot,1502 Laredo St Ste 1,Laredo,TX,78040,USA,Southwest,,,,Open
The Stash Spot,3903 Eisenhauer Rd,San Antonio,TX,78218,USA,Southwest,(210) 315-4976,thestashspot210@gmail.com,https://www.facebook.com/thestashspot/,Open
The Subscription Comic Shop,900 Tudor Ln Suite 104,Evansville,IN,47715,USA,Midwest,(812) 303-8444,,subscriptioncomics.com,Open
The Tenth Planet,1686 US-41 Ste C,Schererville,IN,46375,USA,Midwest,(219) 322-2902,,tenthplanetschererville.com,Open
The Time Capsule,23 Orondo Ave,Wenatchee,WA,98801,USA,West,(509) 888-8798,retromediaman181@gmail.com,timecapsulecollectibles.com,Open
