name,address,city,state,zip_code,country,region,phone,email,website,status
Prime Time Gaming,3076 Riverside Dr Suite 200,Macon,GA,31210,USA,Southeast,(478) 257-7018,primetimegamingptg@gmail.com,facebook.com/primetimegaming.ptg,Open
PristineComics,2008 S 314th St,Federal Way,WA,98003,USA,West,(253) 941-1986,sales@pristinecomics.com,pristinecomics.com,Open
Pulp Fiction Comics & Games,836 SW Blue Pkwy,Lees Summit,MO,64063,USA,Midwest,(816) 554-7333,info@pfcomics.com,pfcomics.com,Open
Pulp Nouveau Comix & Records,217 S Main St,Canandaigua,NY,14424,USA,Northeast,(585) 394-8250,pulpnouveaucomix@gmail.com,pulpnouveau.com,Open
Pure Panic Comics & Games,8317 Fenton St,Silver Spring,MD,20910,USA,Northeast,(240) 234-1822,support@purepaniccg.com,purepaniccg.com,Open
Qman Comics,7811 Bar K Ranch Rd,Lago Vista,TX,78645,USA,Southwest,(512) 968-7449,,,Open
Quest Comic Shop,1525 N Highway 27,Carrollton,GA,30117,USA,Southeast,(770) 832-0172,info@questcomicshop.com,questcomicshop.com,Open
Quigley's Comics,13 Creek Crossing Ct,Missoula,MT,59801,USA,West,(406) 200-8493,sales@quigleyscomics.com,quigleyscomics.com,Open
Quinn Comics,805 Dixieland Rd,Harlingen,TX,78550,USA,South,(956) 622-3033,,quinncomics.com,Open
R & B Games Cards Comics,1531 Cinema Dr E,Statesville,NC,28625,USA,Southeast,(704) 881-4928,support@randbgames.com,randbgames.com,Open
ROSE CITY COMICS,3725 N Mississippi Ave,Portland,OR,97227,USA,West,(503) 282-5484,info@rosecitycomics.com,rosecitycomics.com,Open
Radar Toys,3061 W 11th Ave,Eugene,OR,97402,USA,West,(541) 515-6459,team1@radartoys.com,radartoys.com,Open
