name,address,city,state,zip_code,country,region,phone,email,website,status
Lone Star Heroes: Comics,4106 E Nasa Pkwy,El Lago,TX,77586,USA,Southwest,(281) 532-6512,lonestarheroescomics@gmail.com,lonestarheroescomics.com,Open
Long Street Comics,408 N Long St,London,KY,40741,USA,Southeast,(606) 312-7952,store@longstreetcomics.com,longstreetcomics.com,Open
Lootz Collectibles,101 Wesley Reed Dr STE A,Atoka,TN,38004,USA,Southeast,(901) 662-0188,lootzcollectibles@gmail.com,lootzcollectibles.com,Open
Lost Eden Comics,2557 ROUTE 940,Pocono Summit,PA,18346,USA,Northeast,(570) 291-7133,lostedencomics@gmail.com,instagram.com/lostedencomics,Open
Lost Legion Games & Comics: The Vault,517 21st St,Vienna,WV,26105,USA,Southeast,(304) 917-4840,,lostlegiongamesandcomics.com,Open
Lost Toys and Comics,69 North Ocean Ave,Patchogue,NY,11772,USA,Northeast,(631) 743-9443,,instagram.com/losttoysandcomicsli,Open
Lucky Dog Books,911 W Jefferson Blvd,Dallas,TX,75208,USA,Southwest,(214) 941-2665,oakcliff@luckydogbooks.com,luckydogbooks.com,Open
M & J Video Games & Collectibles,847 Queen St,Southington,CT,6489,USA,Northeast,(860) 479-9223,rockytherockcat1@aol.com,mjvideogamesandcollectibles.com,Open
M & M Sportscards & Collectibles,3003 25th St,Columbus,IN,47203,USA,Midwest,(812) 343-3352,mrb1954@aol.com,mandmsportscardsandcollectibles.com,Open
Mac's Heroes & Villains Comics & Collectibles,11500 E Independence Blvd,Matthews,NC,28105,USA,Southeast,(704) 999-2213,macsheroesvillains@gmail.com,macsheroesandvillains.com,Open
