name,address,city,state,zip_code,country,region,phone,email,website,status
Nerdinout,3050 Coon Rapids Blvd NW Suite 118,Coon Rapids,MN,55433,USA,Midwest,(763) 285-8544,sales@nerdinout.com,nerdinout.com,Open
Nerdstalgia Collectibles & Comics,14878 Metcalf Ave,Overland Park,KS,66223,USA,Midwest,(913) 291-0052,nerdstalgiacollectibles@gmail.com,nerdstalgiacollectibles.com,Open
New Concept Sports Card and Hobby,676 Stokes Rd,Medford,NJ,8055,USA,Northeast,(609) 953-0404,,newconceptnj.com,Open
New Dimension Comics,20550 Route 19,Cranberry Twp,PA,16066,USA,Northeast,(724) 776-0433,cranberry@ndcomics.com,ndcomics.com,Open
New Dimension Comics,590 Pittsburgh Mills Circle Suite #220,Tarentum,PA,15084,USA,Northeast,(724) 758-1560,mills@ndcomics.com,ndcomics.com,Open
New Guy in Comics and Collectibles,1707 7th St Ste 3,Winthrop Harbor,IL,60096,USA,Midwest,(847) 877-6185,newguyincomics@gmail.com,newguyincomics.com,Open
New River Comics & Games,19 W Main St C,Christiansburg,VA,24073,USA,Southeast,(540) 449-2982,nrvcomicsandgames@yahoo.com,https://new-river-comics-games.square.site/,Open
New World Games & Comics,4435 SE 29th St,Del City,OK,73115,USA,Southwest,(405) 677-2559,newworld6772559@yahoo.com,facebook.com/New-World-Games-Comics-129992087046829,Open
NewKadia.com,125 Noble St Ste 301,Norristown,PA,19401,USA,Northeast,(610) 277-3000,help@newkadia.com,newkadia.com,Open
Newbury Comics,200 N Dartmouth Mall,North Dartmouth,MA,2747,USA,Northeast,(508) 997-5928,customerservice@newburycomics.com,newburycomics.com,Open
Next Generation Comics & Cards,77A Carleton Ave,Islip Terrace,NY,11752,USA,Northeast,(631) 277-1938,,nextgenerationcomicsandcards.com,Open
Nico's Comics and Games,123 W Defee St Suite 9,Baytown,TX,77520,USA,Southwest,(281) 898-2681,nicoscomics@icloud.com,nicoscomicsandgames.com,Open
