name,address,city,state,zip_code,country,region,phone,email,website,status
Nine 8 Culture Comics and Collectibles,123 E Jackson Blvd Ste 1,Spearfish,SD,57783,USA,Midwest,(605) 717-0730,nine8culture@gmail.com,nine8culture.com,Open
Nine Lives Books,7959 Fredericksburg Rd Ste 119,San Antonio,TX,78229,USA,Southwest,(210) 647-5656,contact@ninelivesbooks.com,ninelivesbooks.com,Open
Nine Realms Comics and Gaming,3900 Medina Rd Ste Q,Akron,OH,44333,USA,Midwest,(330) 697-0019,,instagram.com/9realmsonline,Open
Noble Nostalgia Comics,10017 Pelham Rd Suite 1,Simpsonville,SC,29681,USA,Southeast,(864) 383-8610,nik@noblenostalgia.com,noblenostalgia.com,Open
North Coast Nostalgia,5853 Ridge Rd,Parma,OH,44129,USA,Midwest,(440) 845-7040,northcoastcomics@hotmail.com,facebook.com/NorthCoastNostalgia,Open
North Shore Comics,3161 Dundee Rd,Northbrook,IL,60062,USA,Midwest,(847) 480-1996,,facebook.com/North-Shore-Comics-Inc-111113468938144,Open
North Star Comics,11 N 2nd Ave,Walla Walla,WA,99362,USA,West,(509) 876-2280,nscomics94@gmail.com,ebay.com/str/northstarcomicsandcollectibles,Closed
Northeast Collectibles,268 Odlin Rd,Bangor,ME,4401,USA,Northeast,(207) 735-4373,bobby@northeastcollectibles.net,northeastcollectibles.net,Open
Nostalgia Ink,139 S Mechanic St,Jackson,MI,49201,USA,Midwest,(517) 784-8955,nostalgiaink2.0@gmail.com,nostalgia-ink.net,Open
Nostalgia Ink,403 Loveland Madeira Rd,Loveland,OH,45140,USA,Midwest,(513) 583-0384,nostalgiainkkluck@gmail.com,nostalgia-ink.com,Open
Nostalgia Zone Comic Store,3535 E Lake St,Minneapolis,MN,55406,USA,Midwest,(612) 822-2806,order@nostalgiazone.com,nostalgiazone.com,Open
